Application ID,Company,Role,Status,Decision,Purpose,Match Score,Match Class,ATS Estimate,Technical Match,Experience Match,AI Match,Company Trust Score,Company Verdict,Platform,Work Mode,Country,Location,Date Found,Date Posted,Applied Date,Deadline,Job URL,Canonical URL,Official Company URL,Resume Version,Resume File,Resume Attachment,Missing Skills,Next Action,Notes,_page_id,_page_url,_created_time,_last_edited_time,_archived,Salary INR Approx,Recruiter,Interview Date,Recruiter Email,Offer Salary,Discovered By,Created,Next Action Date,Company Check Notes,Resume Variant,External Job ID,Reason Not Applied,AmbitionBox Rating,Salary Confidence,Salary Currency,Recruiter URL,Application Method,Rejection Reason,Response,Decision Reason,Verification,Salary Stated,Follow-up Date,Email Status,Google Maps Presence,Glassdoor Rating,Experience Required,Source Confidence,Last Edited,Assessment,Interview Stage,Normalized Role,Company + Role
APP169,Boston Consulting Group (BCG X),Forward Deployed AI Engineer,MATCHED,MAYBE,TARGET,67,Possible,,,,,,UNVERIFIED,GulfTalent,Unknown,UAE,"Dubai, UAE",2026-09-18,2026-09-03,,,https://www.gulftalent.com/uae/jobs/forward-deployed-ai-engineer-628207,,,,,,Large-scale data analytics. Production Python depth. Client-facing consulting delivery experience. Coaching non-technical teams.,Board copy — find the BCG careers requisition (careers.bcg.com) and apply there rather than via GulfTalent; not located in this pass. Company trust check (SPEC 3a) pending. Source: https://www.gulftalent.com/uae/jobs/forward-deployed-ai-engineer-628207,"Found 2026-09-18 by the Claude run via GulfTalent. LIVE: posting dated 2026-09-03 with the full description and Employment Type 'Full-time' on the live page. Salary not stated. Posting states open to any nationality, no Arabic fluency required. Source Confidence MEDIUM — job-board copy.",3dfbe82c-b558-81d3-9527-d64ca952b902,https://app.notion.com/p/Boston-Consulting-Group-BCG-X-Forward-Deployed-AI-Engineer-3dfbe82cb55881d39527d64ca952b902,2026-09-18T01:17:00.000Z,2026-09-18T01:17:00.000Z,FALSE,,,,,,Claude scheduled run,2026-09-18T01:17:00.000Z,,,B-AI+Java,,,,UNKNOWN,,,,,,"Score 67 (Possible), and the best long-term career-value role in today's batch even though it is not the best technical fit. Breakdown: technical 10/25 — solid software development practices and algorithm work match; Python is project-level and large-scale data analytics is a gap. Experience 20/20 — the posting states no years requirement at all, so nothing disqualifies her. AI relevance 8/15 — applied AI delivery work rather than research, but the JD is thin on specifics. Java/backend 2/10 — Python-oriented. Seniority 10/10 — engineer-level, client-facing, not a lead role. Location 4/5 (Dubai). Compensation 3/5 (not stated). Growth 5/5 — BCG X is a step change in company quality and in the kind of problems she would work on. Learning feasibility 5/5. Notably the posting states it is open to any nationality with no Arabic requirement, which removes the usual Gulf filter. WORK AUTHORISATION: needs UAE sponsorship; BCG sponsors as a matter of course, but confirm for this requisition. HONEST CAVEAT: the JD as published is vague, and consulting AI-engineer roles often screen hard on elite-institution background and client-facing polish — the interview probability here is lower than the score implies.",REAL,,,,,,NOT STATED on the posting,MEDIUM,2026-09-18T01:17:00.000Z,,,forward deployed ai engineer,Boston Consulting Group (BCG X) — Forward Deployed AI Engineer
APP171,Muller's Solutions,AI Engineer / Agentic AI Developer,REJECTED,DO NOT APPLY,TARGET,56,Low Priority,,,,,,UNVERIFIED,GulfTalent,Onsite,UAE,"Dubai, UAE",2026-09-18,2026-08-07,,,https://www.gulftalent.com/uae/jobs/ai-engineer-agentic-ai-developer-619152,,,,,,"2+ years professional AI / generative-AI experience. LangChain, LangGraph, LlamaIndex, CrewAI, AutoGen. Model deployment: Ollama, vLLM, NVIDIA NIM. GPU infrastructure optimisation. MLOps and monitoring. Kubernetes. Production Python.","No action now. Worth revisiting in 6-12 months if Leela accumulates professional AI work, and only after a SPEC 3a check on Muller's Solutions — it is a small consultancy with no verification behind it yet.","Found 2026-09-18 by the Claude run via GulfTalent. LIVE: posting dated 2026-08-07 with the full description, Employment Type 'Full-time' and an active apply path on GulfTalent's current UAE AI listings. Salary not stated. Onsite in Dubai. Source Confidence MEDIUM — job-board copy; the employer's own application page was not found.",3dfbe82c-b558-819f-b0e8-da3eb1857673,https://app.notion.com/p/Muller-s-Solutions-AI-Engineer-Agentic-AI-Developer-3dfbe82cb558819fb0e8da3eb1857673,2026-09-18T01:18:00.000Z,2026-09-18T01:18:00.000Z,FALSE,,,,,,Claude scheduled run,2026-09-18T01:18:00.000Z,,,,,"Score 56 is below the 60 threshold, and the company is UNVERIFIED (no SPEC 3a check run — this run's 12-item budget was spent on higher-scoring rows), which under gate 4 also prevents applying. The decisive gap is the mandatory 2+ years of professional generative-AI experience.",,UNKNOWN,,,,,,"Score 56 (Low Priority, below the 60 threshold) and the employer is unverified, so two separate rules point the same way. Breakdown: technical 12/25 — LLMs and prompt engineering, RAG, agentic systems, vector databases and REST APIs are genuinely evidenced by mirage and mutagent, and her AI-security and guardrails thinking is a real asset for a regulated on-prem brief; but LangChain/LangGraph/LlamaIndex/CrewAI/AutoGen, model deployment (Ollama, vLLM, NVIDIA NIM), GPU infrastructure and MLOps monitoring are all absent, and Python is project-level. Experience 12/20 — asks 5+ years development, she has 4.7. AI relevance 5/15 — the JD requires 2+ years of professional AI/generative-AI experience, which she does not have and must not claim (SPEC 3). Java/backend 2/10. Seniority 10/10. Location 4/5 (Dubai). Compensation 3/5 (not stated). Growth 3/5 — small unknown consultancy. Learning feasibility 5/5. Also onsite in Dubai, which means relocation plus employer-sponsored visa for an Indian citizen — a lot to take on for a role she is not yet competitive for.",REAL,,,,,,"5+ years software development, of which 2+ years AI / generative AI",MEDIUM,2026-09-18T01:18:00.000Z,,,ai engineer agentic ai developer,Muller's Solutions — AI Engineer / Agentic AI Developer
APP170,Blend360,Lead / Manager Agentic AI Engineer (Claude Code & Codex),REJECTED,DO NOT APPLY,TARGET,42,Low Priority,,,,,,UNVERIFIED,Other,Unknown,India,"Hyderabad, Telangana, India",2026-09-18,,,,https://jobs.smartrecruiters.com/Blend360/744000144002479-lead-manager-agentic-ai-engineer-claude-code-codex,,,,,,"People/team leadership at lead or manager level. 2+ years professional GenAI and Agentic AI experience. FastAPI. LangGraph, LangChain, Semantic Kernel, AutoGen. Production Python. Hands-on AWS/Azure/GCP AI platforms.",No action. Logged as market intelligence: MCP and Claude Code are now named requirements in Hyderabad job postings — feed this into MARKET_SKILL_DATABASE. Re-evaluate Blend360 if they post an individual-contributor agentic AI engineer role.,"Found 2026-09-18 by the Claude run via SmartRecruiters. LIVE: active 'I'm interested' application button and referral function, full description, no expiry notice — confirmed by contrast with two other SmartRecruiters postings checked in the same pass that showed 'This job has expired'. Date posted NOT STATED. Salary not stated.",3dfbe82c-b558-81b2-80a5-ca893e6615d2,https://app.notion.com/p/Blend360-Lead-Manager-Agentic-AI-Engineer-Claude-Code-Codex-3dfbe82cb55881b280a5ca893e6615d2,2026-09-18T01:18:00.000Z,2026-09-18T01:18:00.000Z,FALSE,,,,,,Claude scheduled run,2026-09-18T01:18:00.000Z,,,,,"Hard flag: Lead / Manager seniority (SPEC 2 automatic DO NOT APPLY), plus a mandatory 2 years of professional GenAI/Agentic AI experience that she does not have. Applying would require overstating personal projects as professional experience.",,UNKNOWN,,,,,,"DO NOT APPLY on a hard flag, and it is worth saying why clearly because on paper this looks like Leela's dream posting: Hyderabad, MCP, Claude Code, agent architecture, tool calling, RAG, embeddings, vector databases. Two hard blockers. FIRST, seniority: this is a Lead / Manager requisition, and SPEC 2 makes Lead/Staff/Architect an automatic hard flag with seniority scored 0 — it is a people-management step she has not taken. SECOND, the JD requires at least 2 years in GenAI and Agentic AI within 5-10 years of professional experience; personal projects, however real mutagent and mirage are, are not 2 years of professional GenAI work, and claiming otherwise would breach SPEC 3. Score 42: technical 14/25 (MCP, agent architecture, tool calling, RAG, embeddings, vector DBs, Git, CI/CD and Docker are genuine; Python at production level, FastAPI, LangGraph/LangChain/Semantic Kernel/AutoGen and cloud AI platforms are not), experience 6/20, AI relevance 3/15 (requires production GenAI), Java/backend 2/10, seniority 0/10 HARD FLAG, location 5/5, compensation 3/5, growth 5/5, learning feasibility 4/5. WHY IT STILL MATTERS: this is the clearest evidence yet of what the Hyderabad market is paying for — MCP and Claude Code as named, hired-for skills. Keep building that evidence; a Blend360 individual-contributor agentic role would be a serious target in 12-18 months.",REAL,,,,,,"5-10 years in Data Science / AI-ML / Software Engineering, of which at least 2 years in GenAI and Agentic AI",HIGH,2026-09-18T01:18:00.000Z,,,lead manager agentic ai engineer,Blend360 — Lead / Manager Agentic AI Engineer (Claude Code & Codex)
APP201,Photon Interactive UK Limited,Java API Developer | Offshore,REJECTED,DO NOT APPLY,TARGET,49,Low Priority,50,7.69,16,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-18,2026-08-26,,,https://himalayas.app/companies/photon-interactive-uk-limited/jobs/java-api-developer-offshore-4518777045,https://himalayas.app/companies/photon-interactive-uk-limited/jobs/java-api-developer-offshore-4518777045,,,,,"kubernetes, postgresql, mongodb, mysql, agile",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/photon-interactive-uk-limited/jobs/java-api-developer-offshore-4518777045). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-8108-a9f0-e9e2f70db364,https://app.notion.com/p/Photon-Interactive-UK-Limited-Java-API-Developer-Offshore-3dfbe82cb5588108a9f0e9e2f70db364,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/photon-interactive-uk-limited/jobs/java-api-developer-offshore-4518777045,,,UNKNOWN,,,,,,"Technical fit 7.7/25 across 13 required and 3 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 50% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb Critical gaps (multi-year, do not claim these): kubernetes",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,java api developer offshore,Photon Interactive UK Limited — Java API Developer | Offshore
APP200,Tabby,Senior Backend Engineer,REJECTED,DO NOT APPLY,TARGET,49.2,Low Priority,28.6,3.57,20,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-03,,,https://himalayas.app/companies/tabby/jobs/senior-backend-engineer-3220628242,https://himalayas.app/companies/tabby/jobs/senior-backend-engineer-3220628242,,,,,"distributed systems, kubernetes, postgresql, golang, redis",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/tabby/jobs/senior-backend-engineer-3220628242). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-812c-a8b5-dbec00e6e144,https://app.notion.com/p/Tabby-Senior-Backend-Engineer-3dfbe82cb558812ca8b5dbec00e6e144,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/tabby/jobs/senior-backend-engineer-3220628242,,,UNKNOWN,,,,,,"Technical fit 3.6/25 across 7 required and 0 preferred skills. Experience 4.7 years against a stated 2+ requirement. ATS keyword coverage 29% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): redis Critical gaps (multi-year, do not claim these): distributed systems, kubernetes",REAL,,,,Not checked,,at least 2 years,HIGH,2026-09-18T01:28:00.000Z,,,backend engineer,Tabby — Senior Backend Engineer
APP199,EWOR GmbH,DevTools Founding AI Engineer (100 % remote) (m/f/d),REJECTED,DO NOT APPLY,TARGET,50,Low Priority,0,12.5,16,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-13,,,https://himalayas.app/companies/ewor-gmbh/jobs/devtools-founding-ai-engineer-100-remote-m-f-d,https://himalayas.app/companies/ewor-gmbh/jobs/devtools-founding-ai-engineer-100-remote-m-f-d,,,,,,,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/ewor-gmbh/jobs/devtools-founding-ai-engineer-100-remote-m-f-d). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-812c-8eaf-d5300387c5f5,https://app.notion.com/p/EWOR-GmbH-DevTools-Founding-AI-Engineer-100-remote-m-f-d-3dfbe82cb558812c8eafd5300387c5f5,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/ewor-gmbh/jobs/devtools-founding-ai-engineer-100-remote-m-f-d,,,UNKNOWN,,,,,,"Technical fit 12.5/25 across 0 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 0% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,devtools founding ai engineer 100 m f d,EWOR GmbH — DevTools Founding AI Engineer (100 % remote) (m/f/d)
APP198,EWOR GmbH,AI Infrastructure AI/ML Engineer (100 % remote) (m/f/d),REJECTED,DO NOT APPLY,TARGET,50,Low Priority,0,12.5,16,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-17,,,https://himalayas.app/companies/ewor-gmbh/jobs/ai-infrastructure-ai-ml-engineer-100-remote-m-f-d,https://himalayas.app/companies/ewor-gmbh/jobs/ai-infrastructure-ai-ml-engineer-100-remote-m-f-d,,,,,,,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/ewor-gmbh/jobs/ai-infrastructure-ai-ml-engineer-100-remote-m-f-d). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81ba-86b3-f506f5d6324f,https://app.notion.com/p/EWOR-GmbH-AI-Infrastructure-AI-ML-Engineer-100-remote-m-f-d-3dfbe82cb55881ba86b3f506f5d6324f,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/ewor-gmbh/jobs/ai-infrastructure-ai-ml-engineer-100-remote-m-f-d,,,UNKNOWN,,,,,,"Technical fit 12.5/25 across 0 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 0% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,ai infrastructure ai ml engineer 100 m f d,EWOR GmbH — AI Infrastructure AI/ML Engineer (100 % remote) (m/f/d)
APP197,Lucenia Inc.,Senior Software Engineer - Data Plane,REJECTED,DO NOT APPLY,TARGET,50.2,Low Priority,50,10.83,16,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-12,,,https://himalayas.app/companies/lucenia-inc/jobs/senior-software-engineer-data-plane,https://himalayas.app/companies/lucenia-inc/jobs/senior-software-engineer-data-plane,,,,,"elasticsearch, postgresql, mongodb",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/lucenia-inc/jobs/senior-software-engineer-data-plane). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-817f-8d04-ef6ac54f984f,https://app.notion.com/p/Lucenia-Inc-Senior-Software-Engineer-Data-Plane-3dfbe82cb558817f8d04ef6ac54f984f,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/lucenia-inc/jobs/senior-software-engineer-data-plane,,,UNKNOWN,,,,,,"Technical fit 10.8/25 across 6 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 50% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,software engineer data plane,Lucenia Inc. — Senior Software Engineer - Data Plane
APP196,Tether Operations Limited,Backend Engineer - Wallets (100% Remote Worldwide),REJECTED,DO NOT APPLY,TARGET,50.5,Low Priority,28.6,4.29,16,5.25,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-13,,,https://himalayas.app/companies/tether-operations-limited/jobs/backend-engineer-wallets-100-remote-worldwide-5656464756,https://himalayas.app/companies/tether-operations-limited/jobs/backend-engineer-wallets-100-remote-worldwide-5656464756,,,,,"node.js, bedrock, mongodb, mysql, agile",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/tether-operations-limited/jobs/backend-engineer-wallets-100-remote-worldwide-5656464756). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81ab-b4c2-fec6e3cebc67,https://app.notion.com/p/Tether-Operations-Limited-Backend-Engineer-Wallets-100-Remote-Worldwide-3dfbe82cb55881abb4c2fec6e3cebc67,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/tether-operations-limited/jobs/backend-engineer-wallets-100-remote-worldwide-5656464756,,,UNKNOWN,,,,,,"Technical fit 4.3/25 across 7 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 29% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,backend engineer wallets 100 worldwide,Tether Operations Limited — Backend Engineer - Wallets (100% Remote Worldwide)
APP195,SonicWall,Senior Engineer- Java and Linux exp is a must,REJECTED,DO NOT APPLY,OTHER,50.8,Low Priority,66.7,13.33,11,5.25,,UNVERIFIED,Himalayas,Hybrid,India,India,2026-09-18,2026-08-04,,,https://himalayas.app/companies/sonicwall/jobs/senior-engineer-java-and-linux-exp-is-a-must,https://himalayas.app/companies/sonicwall/jobs/senior-engineer-java-and-linux-exp-is-a-must,,,,,claude,,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/sonicwall/jobs/senior-engineer-java-and-linux-exp-is-a-must). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-819d-aeb1-d4ec146368ef,https://app.notion.com/p/SonicWall-Senior-Engineer-Java-and-Linux-exp-is-a-must-3dfbe82cb558819daeb1d4ec146368ef,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/sonicwall/jobs/senior-engineer-java-and-linux-exp-is-a-must,,,UNKNOWN,,,,,,"Technical fit 13.3/25 across 3 required and 0 preferred skills. Experience 4.7 years against a stated 7+ requirement. ATS keyword coverage 67% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,7 years of related experience,HIGH,2026-09-18T01:28:00.000Z,,,engineer java and linux exp is a must,SonicWall — Senior Engineer- Java and Linux exp is a must
APP194,Binance,Java Engineer,REJECTED,DO NOT APPLY,OTHER,51,Low Priority,50,10,16,0,,UNVERIFIED,Lever,Remote-Country-Specific,Other,Asia,2026-09-18,2026-09-07,,,https://jobs.lever.co/binance/6fff9a51-f9e7-4d91-99b6-bf0e6add4708,https://jobs.lever.co/binance/6fff9a51-f9e7-4d91-99b6-bf0e6add4708,,,,,"system design, mysql",,country unknown - verify location before applying; Discovered by the standalone runtime from the employer's public ATS API. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-818d-9f98-ee487e00c39c,https://app.notion.com/p/Binance-Java-Engineer-3dfbe82cb558818d9f98ee487e00c39c,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,lever-6fff9a51-f9e7-4d91-99b6-bf0e6add4708,,,UNKNOWN,,,,,,"Technical fit 10.0/25 across 4 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 50% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,java engineer,Binance — Java Engineer
APP193,Tether Operations Limited,AI Research Engineer (Agentic Post-training) - 100% Remote Worldwide,REJECTED,DO NOT APPLY,TARGET,51.2,Low Priority,25,6.25,16,11.75,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-18,2026-09-08,,,https://himalayas.app/companies/tether-operations-limited/jobs/ai-research-engineer-agentic-post-training-100-remote-worldwide,https://himalayas.app/companies/tether-operations-limited/jobs/ai-research-engineer-agentic-post-training-100-remote-worldwide,,,,,"machine learning, hugging face, bedrock",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/tether-operations-limited/jobs/ai-research-engineer-agentic-post-training-100-remote-worldwide). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81a0-a159-e0e58223e3ed,https://app.notion.com/p/Tether-Operations-Limited-AI-Research-Engineer-Agentic-Post-training-100-Remote-Worldwide-3dfbe82cb55881a0a159e0e58223e3ed,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/tether-operations-limited/jobs/ai-research-engineer-agentic-post-training-100-remote-worldwide,,,UNKNOWN,,,,,,"Technical fit 6.2/25 across 4 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 25% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Critical gaps (multi-year, do not claim these): machine learning",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,ai research engineer agentic post training 100 worldwide,Tether Operations Limited — AI Research Engineer (Agentic Post-training) - 100% Remote Worldwide
APP192,Lingaro,"Java Developer, India",REJECTED,DO NOT APPLY,TARGET,51.2,Low Priority,62.5,10,16,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-18,2026-08-31,,,https://himalayas.app/companies/lingaro/jobs/java-developer-india,https://himalayas.app/companies/lingaro/jobs/java-developer-india,,,,,"postgresql, mongodb, mysql",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/lingaro/jobs/java-developer-india). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81e4-8c39-d5540dfcb5b9,https://app.notion.com/p/Lingaro-Java-Developer-India-3dfbe82cb55881e48c39d5540dfcb5b9,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/lingaro/jobs/java-developer-india,,,UNKNOWN,,,,,,"Technical fit 10.0/25 across 8 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 62% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb",REAL,,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,java developer india,"Lingaro — Java Developer, India"
APP191,Sphinx Defense,Backend Engineer,REJECTED,DO NOT APPLY,TARGET,52.2,Low Priority,62.5,8.75,16,0,,UNVERIFIED,Himalayas,Remote-India,India,"Australia, Canada, France, Germany, India, Spain, United Kingdom, United States",2026-09-18,2026-09-12,,,https://himalayas.app/companies/sphinx-defense/jobs/backend-engineer,https://himalayas.app/companies/sphinx-defense/jobs/backend-engineer,,,,,"kubernetes, terraform, fastapi",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/sphinx-defense/jobs/backend-engineer). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81d6-bbc9-eb3cb3bd4261,https://app.notion.com/p/Sphinx-Defense-Backend-Engineer-3dfbe82cb55881d6bbc9eb3cb3bd4261,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/sphinx-defense/jobs/backend-engineer,,,STATED,,,,,,"Technical fit 8.8/25 across 8 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 62% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): terraform, fastapi Critical gaps (multi-year, do not claim these): kubernetes",REAL,USD 138000-167000 annual,,,Not checked,,not stated,HIGH,2026-09-18T01:28:00.000Z,,,backend engineer,Sphinx Defense — Backend Engineer
APP190,Harris,Senior Java Developer,REJECTED,DO NOT APPLY,TARGET,52.3,Low Priority,83.3,17.5,9.01,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-18,2026-08-23,,,https://himalayas.app/companies/harris/jobs/senior-java-developer-1616458613,https://himalayas.app/companies/harris/jobs/senior-java-developer-1616458613,,,,,agile,,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/harris/jobs/senior-java-developer-1616458613). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3dfbe82c-b558-81f6-9976-e839d6d83155,https://app.notion.com/p/Harris-Senior-Java-Developer-3dfbe82cb55881f69976e839d6d83155,2026-09-18T01:28:00.000Z,2026-09-18T01:28:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-18T01:28:00.000Z,,,,himalayas-https://himalayas.app/companies/harris/jobs/senior-java-developer-1616458613,,,UNKNOWN,,,,,,"Requires 8+ years; profile has 4.7 - a 3.3 year gap. Technical fit 17.5/25 across 6 required and 0 preferred skills. Experience 4.7 years against a stated 8+ requirement. ATS keyword coverage 83% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,8+ years of experience,HIGH,2026-09-18T01:28:00.000Z,,,java developer,Harris — Senior Java Developer
